11,19-APR-23,EEUU,3125
12,11-MAY-20,EEUU,3126
13,15-APR-22,EEUU,3127
14,18-APR-25,EEUU,3128
15,17-NOV-13,EEUU,3129
16,15-OCT-06,EEUU,3130
17,18-MAY-23,EEUU,3131
18,12-MAR-07,EEUU,3132
19,16-MAR-23,EEUU,3133
20,19-JUL-11,EEUU,3134
21,10-NOV-24,EEUU,3135
22,07-MAY-04,EEUU,3136
23,16-APR-22,EEUU,3137
24,22-JUL-01,EEUU,3138
25,09-JUL-15,EEUU,3139
26,13-DEC-12,EEUU,3140
27,14-DEC-10,EEUU,3141
28,17-APR-07,EEUU,3142
29,21-SEP-29,EEUU,3143
30,09-DEC-17,EEUU,3144
31,06-JUN-28,EEUU,3145
32,12-JUL-19,EEUU,3146
33,17-MAY-23,EEUU,3147
34,08-NOV-14,EEUU,3148
35,12-APR-25,EEUU,3149
36,13-JUN-14,EEUU,3150
37,08-MAY-16,EEUU,3151
38,13-JUL-02,EEUU,3152
39,12-JUN-27,EEUU,3153
40,12-APR-11,EEUU,3154
41,17-JUN-20,EEUU,3155
42,15-JUN-09,EEUU,3156
43,12-MAY-23,EEUU,3157
44,09-JUN-24,EEUU,3158
45,14-JUN-25,EEUU,3159
46,06-MAY-26,EEUU,3160
47,10-MAY-14,EEUU,3161
48,05-DEC-14,EEUU,3162
49,07-DEC-07,EEUU,3163
50,20-AUG-26,EEUU,3164
51,21-DEC-14,EEUU,3165
52,18-FEB-13,EEUU,3166
53,97-DEC-18,EEUU,3167
54,18-JUN-15,EEUU,3168
55,16-DEC-14,EEUU,3169
56,16-JUN-16,EEUU,3170
57,19-JUN-20,EEUU,3171
58,10-JUN-18,EEUU,3172
59,22-MAY-04,EEUU,3173
60,13-APR-24,EEUU,3174
61,04-JUN-30,EEUU,3175
62,22-MAR-01,EEUU,3176
63,10-MAR-04,EEUU,3177
64,10-MAR-04,EEUU,3178
65,12-OCT-26,EEUU,3179
66,12-DEC-11,EEUU,3180
67,13-JUN-21,EEUU,3181
68,13-MAR-08,EEUU,3182
69,14-MAY-21,EEUU,3183
70,14-APR-16,EEUU,3184
71,11-JUN-23,EEUU,3185
72,21-JUL-07,EEUU,3186
73,19-JUL-31,EEUU,3187
74,21-MAY-20,EEUU,3188
75,10-DEC-17,EEUU,3189
76,22-OCT-19,EEUU,3190
77,09-NOV-12,EEUU,3191
78,21-NOV-03,EEUU,3192
79,18-NOV-14,EEUU,3193
80,09-MAY-21,EEUU,3194
81,22-JUN-15,EEUU,3195
82,21-JUL-28,EEUU,3196
83,11-JUN-17,EEUU,3197
84,22-APR-06,EEUU,3198
85,20-FEB-28,EEUU,3199
86,20-DEC-16,EEUU,3200
87,11-JUN-29,EEUU,3201
88,17-JUN-02,EEUU,3202
89,13-FEB-27,EEUU,3203
90,15-APR-01,EEUU,3204
91,13-MAY-16,EEUU,3205
92,13-JUN-19,EEUU,3206
93,13-MAY-10,EEUU,3207
94,13-JUL-11,EEUU,3208
95,21-DEC-16,EEUU,3209
96,15-NOV-25,EEUU,3210
97,08-MAY-02,EEUU,3211
98,08-JUL-11,EEUU,3212
99,08-MAY-22,EEUU,3213
100,12-JUN-21,EEUU,3214
101,17-FEB-23,EEUU,3215
102,16-JUL-21,EEUU,3216
103,19-OCT-17,EEUU,3217
104,17-SEP-29,EEUU,3218
105,19-OCT-25,EEUU,3219
106,21-JUL-28,EEUU,3220
107,19-MAY-22,EEUU,3221
108,17-OCT-25,EEUU,3222
109,14-MAY-28,EEUU,3223
110,16-NOV-14,EEUU,3224
111,07-AUG-10,EEUU,3225
112,16-JUN-27,EEUU,3226
113,11-NOV-23,EEUU,3227
114,17-JUL-20,EEUU,3228
115,15-FEB-06,EEUU,3229
116,16-MAY-18,EEUU,3230
117,18-AUG-09,EEUU,3231
118,14-MAY-28,EEUU,3232
119,19-MAR-06,EEUU,3233
120,16-APR-07,EEUU,3234
121,15-JUN-12,EEUU,3235
122,17-JUL-05,EEUU,3236
123,16-AUG-02,EEUU,3237
124,09-MAY-28,EEUU,3238
125,17-OCT-27,EEUU,3239
126,17-OCT-27,EEUU,3240
127,09-MAR-27,EEUU,3241
128,17-JUN-16,EEUU,3242
129,09-AUG-07,EEUU,3243
130,99-JUN-30,EEUU,3244
131,08-AUG-01,EEUU,3245
132,07-JUN-22,EEUU,3246
133,95-JUL-28,EEUU,3247
134,20-JAN-08,EEUU,3248
135,17-MAY-11,EEUU,3249
136,13-DEC-06,EEUU,3250
137,22-MAY-20,EEUU,3251
138,18-JUN-06,EEUU,3252
139,14-JUL-31,EEUU,3253
140,10-MAY-07,EEUU,3254
141,14-MAR-28,EEUU,3255
142,14-JUL-09,EEUU,3256
143,04-NOV-10,EEUU,3257
144,12-MAY-30,EEUU,3258
145,03-JUL-01,EEUU,3259
146,04-MAY-05,EEUU,3260
147,19-MAR-27,EEUU,3261
148,19-MAY-29,EEUU,3262
149,15-MAY-20,EEUU,3263
150,19-FEB-01,EEUU,3264
151,16-MAY-20,EEUU,3265
152,22-JUN-01,EEUU,3266
153,10-MAY-21,EEUU,3267
154,16-OCT-24,EEUU,3268
155,14-OCT-25,EEUU,3269
156,10-MAR-26,EEUU,3270
157,12-NOV-01,EEUU,3271
158,14-NOV-05,EEUU,3272
159,21-SEP-15,EEUU,3273
160,16-JUN-22,EEUU,3274
161,17-MAR-16,EEUU,3275
162,18-DEC-06,EEUU,3276
163,07-MAY-17,EEUU,3277
164,10-JUL-16,EEUU,3278
165,15-NOV-18,EEUU,3279
166,14-MAY-14,EEUU,3280
167,11-JUN-03,EEUU,3281
168,08-DEC-25,EEUU,3282
169,10-JUL-14,EEUU,3283
170,06-MAY-12,EEUU,3284
171,16-MAY-25,EEUU,3285
172,16-SEP-29,EEUU,3286
173,21-MAR-25,EEUU,3287
174,18-MAR-16,EEUU,3288
175,04-NOV-24,EEUU,3289
176,17-JUL-14,EEUU,3290
177,01-MAY-25,EEUU,3291
178,07-JUL-02,EEUU,3292
179,19-NOV-20,EEUU,3293
180,17-MAY-29,EEUU,3294
181,13-NOV-22,EEUU,3295
182,16-FEB-10,EEUU,3296
183,07-JUL-11,EEUU,3297
184,05-NOV-18,EEUU,3298
185,03-MAY-15,EEUU,3299
186,16-JAN-27,EEUU,3300
187,08-JUL-01,EEUU,3301
188,21-SEP-01,EEUU,3302
189,05-JUL-15,EEUU,3303
190,07-JUN-29,EEUU,3304
191,13-OCT-30,EEUU,3305
192,05-JUN-15,EEUU,3306
193,17-JUL-18,EEUU,3307
194,11-APR-29,EEUU,3308
195,08-NOV-07,EEUU,3309
196,09-MAY-01,EEUU,3310
197,09-MAY-22,EEUU,3311
198,11-MAY-26,EEUU,3312
199,15-MAY-14,EEUU,3313
200,03-NOV-05,EEUU,3314
201,18-MAR-20,EEUU,3315
202,05-NOV-04,EEUU,3316
203,06-MAY-05,EEUU,3317
204,09-MAY-15,EEUU,3318
205,04-MAY-13,EEUU,3319
206,10-JUL-01,EEUU,3320
207,07-NOV-02,EEUU,3321
208,09-JUL-24,EEUU,3322
209,08-NOV-21,EEUU,3323
210,21-NOV-24,EEUU,3324
211,12-MAR-28,EEUU,3325
212,07-NOV-16,EEUU,3326
213,12-MAY-09,EEUU,3327
214,13-JUN-28,EEUU,3328
215,21-JUL-14,EEUU,3329
216,10-FEB-12,EEUU,3330
217,16-DEC-15,EEUU,3331
218,16-DEC-15,EEUU,3332
219,15-SEP-25,EEUU,3333
220,11-MAR-11,EEUU,3334
221,22-FEB-03,EEUU,3335
222,06-NOV-03,EEUU,3336
223,12-JUN-08,EEUU,3337
224,14-JUN-05,EEUU,3338
225,99-JUN-16,EEUU,3339
226,14-FEB-20,EEUU,3340
227,12-NOV-20,EEUU,3341
228,05-APR-08,EEUU,3342
229,16-JUL-13,EEUU,3343
230,02-NOV-22,EEUU,3344
231,09-MAY-08,EEUU,3345
232,98-JUL-01,EEUU,3346
233,11-JUL-22,EEUU,3347
234,16-JAN-23,EEUU,3348
235,98-JUL-10,EEUU,3349
236,13-MAR-27,EEUU,3350
